"","GOID","Ontology.ATAC","Pvalue.ATAC","Term.ATAC","lipid.related"
"1023","GO:0050794","BP",0.00062428064376684,"regulation of cellular process",FALSE
"1024","GO:0050803","BP",0.00792447662793966,"regulation of synapse structure or activity",FALSE
"1025","GO:0050807","BP",0.00528705505767939,"regulation of synapse organization",FALSE
"1026","GO:0050808","BP",0.0128758049493412,"synapse organization",FALSE
"1027","GO:0050810","BP",0.00266730920209581,"regulation of steroid biosynthetic process",FALSE
"1028","GO:0050848","BP",0.0478503241707342,"regulation of calcium-mediated signaling",FALSE
"1029","GO:0050872","BP",0.00538698718100947,"white fat cell differentiation",TRUE
"1030","GO:0050873","BP",0.000635398569403695,"brown fat cell differentiation",TRUE
"1031","GO:0050896","BP",0.00425275240660217,"response to stimulus",FALSE
"1032","GO:0050919","BP",0.00267677396333138,"negative chemotaxis",FALSE
"1033","GO:0050932","BP",0.0456494461726092,"regulation of pigment cell differentiation",FALSE
"1034","GO:0050938","BP",0.0202799624078746,"regulation of xanthophore differentiation",FALSE
"1035","GO:0051000","BP",0.0335654857415769,"positive regulation of nitric-oxide synthase activity",FALSE
"1036","GO:0051040","BP",0.0401496307603072,"regulation of calcium-independent cell-cell adhesion",FALSE
"1037","GO:0051042","BP",0.0401496307603072,"negative regulation of calcium-independent cell-cell adhesion",FALSE
"1038","GO:0051048","BP",0.0264614063793444,"negative regulation of secretion",FALSE
"1039","GO:0051087","MF",0.0185786039818657,"chaperone binding",FALSE
"1040","GO:0051093","BP",3.35774869037745e-09,"negative regulation of developmental process",FALSE
"1041","GO:0051094","BP",3.34035947947806e-05,"positive regulation of developmental process",FALSE
"1042","GO:0051098","BP",0.00169730686640673,"regulation of binding",FALSE
"1043","GO:0051099","BP",0.0284149462118969,"positive regulation of binding",FALSE
"1044","GO:0051101","BP",0.00801862950356297,"regulation of DNA binding",FALSE
"1045","GO:0051128","BP",0.0039197077474458,"regulation of cellular component organization",FALSE
"1046","GO:0051129","BP",0.0145366536048705,"negative regulation of cellular component organization",FALSE
"1047","GO:0051130","BP",0.0258506561711839,"positive regulation of cellular component organization",FALSE
"1048","GO:0051145","BP",0.0141172805851199,"smooth muscle cell differentiation",FALSE
"1049","GO:0051154","BP",0.0370296680183297,"negative regulation of striated muscle cell differentiation",FALSE
"1050","GO:0051171","BP",1.69361792455756e-05,"regulation of nitrogen compound metabolic process",FALSE
"1051","GO:0051172","BP",6.84631090706239e-07,"negative regulation of nitrogen compound metabolic process",FALSE
"1052","GO:0051173","BP",4.2587591274764e-08,"positive regulation of nitrogen compound metabolic process",FALSE
"1053","GO:0051174","BP",0.000167819090158898,"regulation of phosphorus metabolic process",FALSE
"1054","GO:0051216","BP",0.00412022114587945,"cartilage development",FALSE
"1055","GO:0051239","BP",2.60142079586817e-07,"regulation of multicellular organismal process",FALSE
"1056","GO:0051240","BP",0.000171864795944251,"positive regulation of multicellular organismal process",FALSE
"1057","GO:0051241","BP",1.13384074119479e-09,"negative regulation of multicellular organismal process",FALSE
"1058","GO:0051246","BP",0.000860529406474934,"regulation of protein metabolic process",FALSE
"1059","GO:0051247","BP",0.00635430413356128,"positive regulation of protein metabolic process",FALSE
"1060","GO:0051248","BP",0.0326306442805928,"negative regulation of protein metabolic process",FALSE
"1061","GO:0051252","BP",2.53913336638721e-07,"regulation of RNA metabolic process",FALSE
"1062","GO:0051253","BP",3.7264610859058e-09,"negative regulation of RNA metabolic process",FALSE
"1063","GO:0051254","BP",1.28130416978679e-09,"positive regulation of RNA metabolic process",FALSE
"1064","GO:0051270","BP",0.000124216954632031,"regulation of cellular component movement",FALSE
"1065","GO:0051271","BP",8.7057330111154e-05,"negative regulation of cellular component movement",FALSE
"1066","GO:0051272","BP",0.0415699187556761,"positive regulation of cellular component movement",FALSE
"1067","GO:0051276","BP",0.0128106235317855,"chromosome organization",FALSE
"1068","GO:0051336","BP",0.0078183207210124,"regulation of hydrolase activity",FALSE
"1069","GO:0051338","BP",0.0288596138002645,"regulation of transferase activity",FALSE
"1070","GO:0051347","BP",0.0146391894581627,"positive regulation of transferase activity",FALSE
"1071","GO:0051353","BP",0.0181407744697986,"positive regulation of oxidoreductase activity",FALSE
"1072","GO:0051490","BP",0.00805373476609258,"negative regulation of filopodium assembly",FALSE
"1073","GO:0051660","BP",0.0361893609635655,"establishment of centrosome localization",FALSE
"1074","GO:0051674","BP",8.61290469283886e-06,"localization of cell",FALSE
"1075","GO:0051716","BP",0.00291381970477021,"cellular response to stimulus",FALSE
"1076","GO:0051726","BP",0.0190958356236594,"regulation of cell cycle",FALSE
"1077","GO:0051885","BP",0.0401496307603072,"positive regulation of timing of anagen",FALSE
"1078","GO:0051896","BP",0.00928409450825063,"regulation of protein kinase B signaling",FALSE
"1079","GO:0051897","BP",0.0159879517946915,"positive regulation of protein kinase B signaling",FALSE
"1080","GO:0051960","BP",9.50768942808842e-09,"regulation of nervous system development",FALSE
"1081","GO:0051961","BP",4.02774241292899e-07,"negative regulation of nervous system development",FALSE
"1082","GO:0051962","BP",0.00017229740518462,"positive regulation of nervous system development",FALSE
"1083","GO:0051963","BP",0.00141513606500085,"regulation of synapse assembly",FALSE
"1084","GO:0051965","BP",0.0421394559733146,"positive regulation of synapse assembly",FALSE
"1085","GO:0052403","BP",0.0401496307603072,"negative regulation by host of symbiont catalytic activity",FALSE
"1086","GO:0055017","BP",0.000944647215190998,"cardiac muscle tissue growth",FALSE
"1087","GO:0055021","BP",0.00151768078873136,"regulation of cardiac muscle tissue growth",FALSE
"1088","GO:0055023","BP",0.00683191344134162,"positive regulation of cardiac muscle tissue growth",FALSE
"1089","GO:0055024","BP",1.29621998381723e-05,"regulation of cardiac muscle tissue development",FALSE
"1090","GO:0055025","BP",0.000236126555577556,"positive regulation of cardiac muscle tissue development",FALSE
"1091","GO:0055026","BP",0.0115628202781529,"negative regulation of cardiac muscle tissue development",FALSE
"1092","GO:0055089","BP",0.0122158880275826,"fatty acid homeostasis",TRUE
"1093","GO:0055092","BP",0.0176995432060766,"sterol homeostasis",FALSE
"1094","GO:0055123","BP",2.58337889506369e-06,"digestive system development",FALSE
"1095","GO:0060021","BP",0.00058277760114157,"roof of mouth development",FALSE
"1096","GO:0060022","BP",0.0199924801373927,"hard palate development",FALSE
"1097","GO:0060029","BP",0.0224157040768688,"convergent extension involved in organogenesis",FALSE
"1098","GO:0060037","BP",0.00339503049028909,"pharyngeal system development",FALSE
"1099","GO:0060038","BP",4.64544768503589e-05,"cardiac muscle cell proliferation",FALSE
"1100","GO:0060039","BP",0.00531029929487556,"pericardium development",FALSE
"1101","GO:0060041","BP",0.0394791901537298,"retina development in camera-type eye",FALSE
"1102","GO:0060043","BP",0.000216577778908551,"regulation of cardiac muscle cell proliferation",FALSE
"1103","GO:0060044","BP",0.0244530472758905,"negative regulation of cardiac muscle cell proliferation",FALSE
"1104","GO:0060045","BP",0.00255001151001725,"positive regulation of cardiac muscle cell proliferation",FALSE
"1105","GO:0060065","BP",0.00713872173971451,"uterus development",FALSE
"1106","GO:0060070","BP",0.00315150534865266,"canonical Wnt signaling pathway",FALSE
"1107","GO:0060113","BP",0.0412830753844835,"inner ear receptor cell differentiation",FALSE
"1108","GO:0060120","BP",0.0276071822972687,"inner ear receptor cell fate commitment",FALSE
"1109","GO:0060127","BP",0.0401496307603072,"prolactin secreting cell differentiation",FALSE
"1110","GO:0060164","BP",0.00805373476609258,"regulation of timing of neuron differentiation",FALSE
"1111","GO:0060173","BP",0.000347823927380227,"limb development",FALSE
"1112","GO:0060179","BP",0.0361893609635655,"male mating behavior",FALSE
"1113","GO:0060211","BP",0.0456494461726092,"regulation of nuclear-transcribed mRNA poly(A) tail shortening",FALSE
"1114","GO:0060212","BP",0.00393980860181467,"negative regulation of nuclear-transcribed mRNA poly(A) tail shortening",FALSE
"1115","GO:0060217","BP",0.0199924801373927,"hemangioblast cell differentiation",FALSE
"1116","GO:0060221","BP",0.0265869860336108,"retinal rod cell differentiation",FALSE
"1117","GO:0060235","BP",0.0317830701728924,"lens induction in camera-type eye",FALSE
"1118","GO:0060242","BP",0.0361893609635655,"contact inhibition",FALSE
"1119","GO:0060245","BP",0.0361893609635655,"detection of cell density",FALSE
"1120","GO:0060251","BP",0.000761168256721913,"regulation of glial cell proliferation",FALSE
"1121","GO:0060253","BP",0.000223889088892373,"negative regulation of glial cell proliferation",FALSE
"1122","GO:0060255","BP",5.23838144580315e-05,"regulation of macromolecule metabolic process",FALSE
"1123","GO:0060264","BP",0.0199924801373927,"regulation of respiratory burst involved in inflammatory response",FALSE
"1124","GO:0060266","BP",0.016577533733663,"negative regulation of respiratory burst involved in inflammatory response",FALSE
"1125","GO:0060268","BP",0.0236730710406464,"negative regulation of respiratory burst",FALSE
"1126","GO:0060284","BP",9.98847306644839e-09,"regulation of cell development",FALSE
"1127","GO:0060317","BP",0.00547565999313899,"cardiac epithelial to mesenchymal transition",FALSE
"1128","GO:0060322","BP",9.15044002100152e-07,"head development",FALSE
"1129","GO:0060323","BP",0.0449644572995113,"head morphogenesis",FALSE
"1130","GO:0060324","BP",0.000951411463224553,"face development",FALSE
"1131","GO:0060325","BP",0.025246965573467,"face morphogenesis",FALSE
"1132","GO:0060348","BP",0.0382265460283038,"bone development",FALSE
"1133","GO:0060350","BP",0.0203192420825069,"endochondral bone morphogenesis",FALSE
"1134","GO:0060389","BP",0.03336696348109,"pathway-restricted SMAD protein phosphorylation",FALSE
"1135","GO:0060390","BP",0.0413981917183867,"regulation of SMAD protein signal transduction",FALSE
"1136","GO:0060393","BP",0.0232997451884636,"regulation of pathway-restricted SMAD protein phosphorylation",FALSE
"1137","GO:0060411","BP",2.34008469306125e-05,"cardiac septum morphogenesis",FALSE
"1138","GO:0060412","BP",4.90183924478343e-06,"ventricular septum morphogenesis",FALSE
"1139","GO:0060419","BP",0.00161830052866959,"heart growth",FALSE
"1140","GO:0060420","BP",0.00281193131684747,"regulation of heart growth",FALSE
"1141","GO:0060421","BP",0.0115628202781529,"positive regulation of heart growth",FALSE
"1142","GO:0060425","BP",0.00251597330672086,"lung morphogenesis",FALSE
"1143","GO:0060428","BP",0.0428984908097444,"lung epithelium development",FALSE
"1144","GO:0060429","BP",3.12733647004007e-05,"epithelium development",FALSE
"1145","GO:0060437","BP",0.0134407470382668,"lung growth",FALSE
"1146","GO:0060438","BP",0.0265869860336108,"trachea development",FALSE
"1147","GO:0060441","BP",0.0196937293977889,"epithelial tube branching involved in lung morphogenesis",FALSE
"1148","GO:0060443","BP",0.00415972297252727,"mammary gland morphogenesis",FALSE
"1149","GO:0060449","BP",0.0276071822972687,"bud elongation involved in lung branching",FALSE
"1150","GO:0060485","BP",3.75382173312067e-05,"mesenchyme development",FALSE
"1151","GO:0060512","BP",9.24373872344958e-05,"prostate gland morphogenesis",FALSE
"1152","GO:0060513","BP",0.000103507434477599,"prostatic bud formation",FALSE
"1153","GO:0060534","BP",0.0276071822972687,"trachea cartilage development",FALSE
"1154","GO:0060537","BP",1.67263526418179e-06,"muscle tissue development",FALSE
"1155","GO:0060538","BP",0.0455300760521839,"skeletal muscle organ development",FALSE
"1156","GO:0060541","BP",6.88980835416227e-05,"respiratory system development",FALSE
"1157","GO:0060548","BP",0.000821344287687767,"negative regulation of cell death",FALSE
"1158","GO:0060560","BP",0.00984629375744533,"developmental growth involved in morphogenesis",FALSE
"1159","GO:0060562","BP",3.82033306408827e-05,"epithelial tube morphogenesis",FALSE
"1160","GO:0060563","BP",0.00483984189569729,"neuroepithelial cell differentiation",FALSE
"1161","GO:0060571","BP",0.00209922901855067,"morphogenesis of an epithelial fold",FALSE
"1162","GO:0060572","BP",0.000573665057087069,"morphogenesis of an epithelial bud",FALSE
"1163","GO:0060573","BP",0.0168835727328609,"cell fate specification involved in pattern specification",FALSE
"1164","GO:0060579","BP",0.0311436126175739,"ventral spinal cord interneuron fate commitment",FALSE
"1165","GO:0060581","BP",0.0360823383464341,"cell fate commitment involved in pattern specification",FALSE
"1166","GO:0060592","BP",0.0317830701728924,"mammary gland formation",FALSE
"1167","GO:0060601","BP",2.63598708447945e-05,"lateral sprouting from an epithelium",FALSE
"1168","GO:0060602","BP",0.0360823383464341,"branch elongation of an epithelium",FALSE
"1169","GO:0060603","BP",0.0184358600401925,"mammary gland duct morphogenesis",FALSE
"1170","GO:0060638","BP",0.0456494461726092,"mesenchymal-epithelial cell signaling",FALSE
"1171","GO:0060644","BP",0.0186310728470105,"mammary gland epithelial cell differentiation",FALSE
"1172","GO:0060675","BP",0.00252856480454931,"ureteric bud morphogenesis",FALSE
"1173","GO:0060685","BP",0.00203545912922419,"regulation of prostatic bud formation",FALSE
"1174","GO:0060686","BP",0.000635052989667357,"negative regulation of prostatic bud formation",FALSE
"1175","GO:0060688","BP",0.00236270588743063,"regulation of morphogenesis of a branching structure",FALSE
"1176","GO:0060693","BP",0.0408150408773603,"regulation of branching involved in salivary gland morphogenesis",FALSE
"1177","GO:0060720","BP",0.0401496307603072,"spongiotrophoblast cell proliferation",FALSE
"1178","GO:0060722","BP",0.0401496307603072,"cell proliferation involved in embryonic placenta development",FALSE
"1179","GO:0060740","BP",8.16364564311217e-05,"prostate gland epithelium morphogenesis",FALSE
"1180","GO:0060795","BP",0.000184326259091205,"cell fate commitment involved in formation of primary germ layer",FALSE
"1181","GO:0060803","BP",0.0401496307603072,"BMP signaling pathway involved in mesodermal cell fate specification",FALSE
"1182","GO:0060804","BP",0.0401496307603072,"positive regulation of Wnt signaling pathway by BMP signaling pathway",FALSE
"1183","GO:0060809","BP",0.00393980860181467,"mesodermal to mesenchymal transition involved in gastrulation",FALSE
"1184","GO:0060828","BP",0.00253283920148081,"regulation of canonical Wnt signaling pathway",FALSE
"1185","GO:0060840","BP",0.00575906592872323,"artery development",FALSE
"1186","GO:0060841","BP",0.0110286754625521,"venous blood vessel development",FALSE
"1187","GO:0060872","BP",0.0413981917183867,"semicircular canal development",FALSE
"1188","GO:0060900","BP",0.00934026874176589,"embryonic camera-type eye formation",FALSE
"1189","GO:0060914","BP",7.08355610426803e-07,"heart formation",FALSE
"1190","GO:0060972","BP",0.0223650841771995,"left/right pattern formation",FALSE
"1191","GO:0060973","BP",0.0008399806478305,"cell migration involved in heart development",FALSE
"1192","GO:0060979","BP",0.0199924801373927,"vasculogenesis involved in coronary vascular morphogenesis",FALSE
"1193","GO:0060993","BP",0.00150419635853908,"kidney morphogenesis",FALSE
"1194","GO:0061005","BP",0.0188876573665188,"cell differentiation involved in kidney development",FALSE
"1195","GO:0061008","BP",0.00285141214830704,"hepaticobiliary system development",FALSE
"1196","GO:0061017","BP",0.0401496307603072,"hepatoblast differentiation",FALSE
"1197","GO:0061035","BP",0.000168541857994388,"regulation of cartilage development",FALSE
"1198","GO:0061036","BP",0.0184358600401925,"positive regulation of cartilage development",FALSE
"1199","GO:0061037","BP",0.000316317738876793,"negative regulation of cartilage development",FALSE
"1200","GO:0061053","BP",0.0120721908556822,"somite development",FALSE
"1201","GO:0061061","BP",0.00460381034791666,"muscle structure development",FALSE
"1202","GO:0061101","BP",0.00255185504352642,"neuroendocrine cell differentiation",FALSE
"1203","GO:0061102","BP",0.00393980860181467,"stomach neuroendocrine cell differentiation",FALSE
"1204","GO:0061105","BP",0.00121432020989636,"regulation of stomach neuroendocrine cell differentiation",FALSE
"1205","GO:0061106","BP",0.00121432020989636,"negative regulation of stomach neuroendocrine cell differentiation",FALSE
"1206","GO:0061113","BP",0.0361893609635655,"pancreas morphogenesis",FALSE
"1207","GO:0061130","BP",0.0401496307603072,"pancreatic bud formation",FALSE
"1208","GO:0061131","BP",0.0401496307603072,"pancreas field specification",FALSE
"1209","GO:0061138","BP",0.00508923029213332,"morphogenesis of a branching epithelium",FALSE
"1210","GO:0061154","BP",0.0139102269661954,"endothelial tube morphogenesis",FALSE
"1211","GO:0061162","BP",0.0386934967200705,"establishment of monopolar cell polarity",FALSE
"1212","GO:0061180","BP",0.00823690496199712,"mammary gland epithelium development",FALSE
"1213","GO:0061209","BP",0.0105950372496891,"cell proliferation involved in mesonephros development",FALSE
"1214","GO:0061245","BP",0.034788250748739,"establishment or maintenance of bipolar cell polarity",FALSE
"1215","GO:0061303","BP",0.0361893609635655,"cornea development in camera-type eye",FALSE
"1216","GO:0061307","BP",0.000758781645891094,"cardiac neural crest cell differentiation involved in heart development",FALSE
"1217","GO:0061308","BP",0.000758781645891094,"cardiac neural crest cell development involved in heart development",FALSE
"1218","GO:0061309","BP",0.00025002005508298,"cardiac neural crest cell development involved in outflow tract morphogenesis",FALSE
"1219","GO:0061311","BP",0.000490154851867382,"cell surface receptor signaling pathway involved in heart development",FALSE
"1220","GO:0061312","BP",0.010849403765106,"BMP signaling pathway involved in heart development",FALSE
"1221","GO:0061323","BP",2.68796564572722e-05,"cell proliferation involved in heart morphogenesis",FALSE
"1222","GO:0061325","BP",0.0105950372496891,"cell proliferation involved in outflow tract morphogenesis",FALSE
"1223","GO:0061326","BP",0.000601005328656205,"renal tubule development",FALSE
"1224","GO:0061333","BP",0.00299336096439013,"renal tubule morphogenesis",FALSE
"1225","GO:0061339","BP",0.0413981917183867,"establishment or maintenance of monopolar cell polarity",FALSE
"1226","GO:0061347","BP",0.0202799624078746,"planar cell polarity pathway involved in outflow tract morphogenesis",FALSE
"1227","GO:0061348","BP",0.0202799624078746,"planar cell polarity pathway involved in ventricular septum morphogenesis",FALSE
"1228","GO:0061349","BP",0.0202799624078746,"planar cell polarity pathway involved in cardiac right atrium morphogenesis",FALSE
"1229","GO:0061350","BP",0.0202799624078746,"planar cell polarity pathway involved in cardiac muscle tissue morphogenesis",FALSE
"1230","GO:0061351","BP",0.00309839388113041,"neural precursor cell proliferation",FALSE
"1231","GO:0061354","BP",0.0202799624078746,"planar cell polarity pathway involved in pericardium morphogenesis",FALSE
"1232","GO:0061386","BP",0.00455700116299347,"closure of optic fissure",FALSE
"1233","GO:0061437","BP",0.000558542178246701,"renal system vasculature development",FALSE
"1234","GO:0061438","BP",0.0361893609635655,"renal system vasculature morphogenesis",FALSE
"1235","GO:0061439","BP",0.0361893609635655,"kidney vasculature morphogenesis",FALSE
"1236","GO:0061440","BP",0.000558542178246701,"kidney vasculature development",FALSE
"1237","GO:0061448","BP",0.000833991383734325,"connective tissue development",FALSE
"1238","GO:0061525","BP",0.0199924801373927,"hindgut development",FALSE
"1239","GO:0061564","BP",0.00114296968243731,"axon development",FALSE
"1240","GO:0061614","BP",0.00182024582501879,"pri-miRNA transcription by RNA polymerase II",FALSE
"1241","GO:0061626","BP",0.000912664654544709,"pharyngeal arch artery morphogenesis",FALSE
"1242","GO:0061643","BP",0.000893600256681834,"chemorepulsion of axon",FALSE
"1243","GO:0061647","BP",0.0370296680183297,"histone H3-K9 modification",FALSE
"1244","GO:0061665","MF",0.0282205550650084,"SUMO ligase activity",FALSE
"1245","GO:0061980","MF",0.00384534890777621,"regulatory RNA binding",FALSE
"1246","GO:0062009","BP",0.0119418361158636,"secondary palate development",FALSE
"1247","GO:0062012","BP",0.0342935726312007,"regulation of small molecule metabolic process",FALSE
"1248","GO:0062013","BP",0.0264970085524292,"positive regulation of small molecule metabolic process",FALSE
"1249","GO:0062014","BP",0.0162394423224529,"negative regulation of small molecule metabolic process",FALSE
"1250","GO:0062042","BP",0.0456494461726092,"regulation of cardiac epithelial to mesenchymal transition",FALSE
"1251","GO:0062094","BP",0.00583059468528606,"stomach development",FALSE
"1252","GO:0065007","BP",0.000553003908652183,"biological regulation",FALSE
"1253","GO:0065009","BP",0.00274139748672676,"regulation of molecular function",FALSE
"1254","GO:0070013","CC",0.00038629539131738,"intracellular organelle lumen",FALSE
"1255","GO:0070096","BP",0.0401496307603072,"mitochondrial outer membrane translocase complex assembly",FALSE
"1256","GO:0070160","CC",0.0152403395848233,"tight junction",FALSE
"1257","GO:0070229","BP",0.0386934967200705,"negative regulation of lymphocyte apoptotic process",FALSE
"1258","GO:0070243","BP",0.0276071822972687,"regulation of thymocyte apoptotic process",FALSE
"1259","GO:0070294","BP",0.00583059468528606,"renal sodium ion absorption",FALSE
"1260","GO:0070314","BP",0.0317830701728924,"G1 to G0 transition",FALSE
"1261","GO:0070315","BP",0.00239601670849519,"G1 to G0 transition involved in cell differentiation",FALSE
"1262","GO:0070341","BP",0.0408150408773603,"fat cell proliferation",FALSE
"1263","GO:0070344","BP",0.0408150408773603,"regulation of fat cell proliferation",TRUE
"1264","GO:0070491","MF",0.000808430356462849,"repressing transcription factor binding",FALSE
"1265","GO:0070561","BP",0.0408150408773603,"vitamin D receptor signaling pathway",FALSE
"1266","GO:0070611","MF",0.0205215695832317,"histone methyltransferase activity (H3-R2 specific)",FALSE
"1267","GO:0070612","MF",0.0205215695832317,"histone methyltransferase activity (H2A-R3 specific)",FALSE
"1268","GO:0070696","MF",0.0211202416590509,"transmembrane receptor protein serine/threonine kinase binding",FALSE
"1269","GO:0070830","BP",0.0362464782932809,"bicellular tight junction assembly",FALSE
"1270","GO:0070848","BP",0.000300821263508701,"response to growth factor",FALSE
"1271","GO:0070873","BP",0.0149669911946771,"regulation of glycogen metabolic process",FALSE
"1272","GO:0070875","BP",0.0136765521254399,"positive regulation of glycogen metabolic process",FALSE
"1273","GO:0070887","BP",0.00292051498983189,"cellular response to chemical stimulus",FALSE
"1274","GO:0070888","MF",0.00501467661537233,"E-box binding",FALSE
"1275","GO:0070932","BP",0.00202147425408198,"histone H3 deacetylation",FALSE
"1276","GO:0070933","BP",0.0317830701728924,"histone H4 deacetylation",FALSE
"1277","GO:0070986","BP",0.0186310728470105,"left/right axis specification",FALSE
"1278","GO:0070997","BP",0.0169043408651545,"neuron death",FALSE
"1279","GO:0071149","CC",0.0407507938798527,"TEAD-2-YAP complex",FALSE
"1280","GO:0071310","BP",0.000487113398920423,"cellular response to organic substance",FALSE
"1281","GO:0071363","BP",0.00157168250709689,"cellular response to growth factor stimulus",FALSE
"1282","GO:0071383","BP",0.00365668768484731,"cellular response to steroid hormone stimulus",FALSE
"1283","GO:0071407","BP",0.0157848031352525,"cellular response to organic cyclic compound",FALSE
"1284","GO:0071495","BP",2.35236579316908e-05,"cellular response to endogenous stimulus",FALSE
"1285","GO:0071616","BP",0.0232997451884636,"acyl-CoA biosynthetic process",FALSE
"1286","GO:0071695","BP",0.00237207417335113,"anatomical structure maturation",FALSE
"1287","GO:0071772","BP",0.000388181973449328,"response to BMP",FALSE
"1288","GO:0071773","BP",0.000388181973449328,"cellular response to BMP stimulus",FALSE
"1289","GO:0071820","MF",0.00124330070385206,"N-box binding",FALSE
"1290","GO:0071831","BP",0.0401496307603072,"intermediate-density lipoprotein particle clearance",FALSE
"1291","GO:0071871","BP",0.0360823383464341,"response to epinephrine",FALSE
"1292","GO:0071872","BP",0.0204750574296794,"cellular response to epinephrine stimulus",FALSE
"1293","GO:0072001","BP",5.78866066504339e-07,"renal system development",FALSE
"1294","GO:0072006","BP",2.96243680657476e-06,"nephron development",FALSE
"1295","GO:0072009","BP",0.000306978214223528,"nephron epithelium development",FALSE
"1296","GO:0072012","BP",0.00035648121571123,"glomerulus vasculature development",FALSE
"1297","GO:0072017","BP",0.015232228457441,"distal tubule development",FALSE
"1298","GO:0072028","BP",0.000897077377982344,"nephron morphogenesis",FALSE
"1299","GO:0072049","BP",0.00314218003351708,"comma-shaped body morphogenesis",FALSE
"1300","GO:0072050","BP",0.00538698718100947,"S-shaped body morphogenesis",FALSE
"1301","GO:0072071","BP",0.00239601670849519,"kidney interstitial fibroblast differentiation",FALSE
"1302","GO:0072073","BP",0.000370796407206562,"kidney epithelium development",FALSE
"1303","GO:0072078","BP",0.00166967709519093,"nephron tubule morphogenesis",FALSE
"1304","GO:0072080","BP",0.000431892176973167,"nephron tubule development",FALSE
"1305","GO:0072088","BP",0.00214764044861273,"nephron epithelium morphogenesis",FALSE
"1306","GO:0072089","BP",0.00989586977228871,"stem cell proliferation",FALSE
"1307","GO:0072091","BP",0.00862739091933197,"regulation of stem cell proliferation",FALSE
"1308","GO:0072102","BP",0.0311436126175739,"glomerulus morphogenesis",FALSE
"1309","GO:0072103","BP",0.0199924801373927,"glomerulus vasculature morphogenesis",FALSE
"1310","GO:0072104","BP",0.0199924801373927,"glomerular capillary formation",FALSE
"1311","GO:0072109","BP",0.0204750574296794,"glomerular mesangium development",FALSE
"1312","GO:0072111","BP",0.0413981917183867,"cell proliferation involved in kidney development",FALSE
"1313","GO:0072132","BP",0.000748300331134503,"mesenchyme morphogenesis",FALSE
"1314","GO:0072138","BP",0.00583059468528606,"mesenchymal cell proliferation involved in ureteric bud development",FALSE
"1315","GO:0072141","BP",0.00239601670849519,"renal interstitial fibroblast development",FALSE
"1316","GO:0072163","BP",0.00614903086372246,"mesonephric epithelium development",FALSE
"1317","GO:0072164","BP",0.00614903086372246,"mesonephric tubule development",FALSE
"1318","GO:0072170","BP",0.0139102269661954,"metanephric tubule development",FALSE
"1319","GO:0072171","BP",0.00266730920209581,"mesonephric tubule morphogenesis",FALSE
"1320","GO:0072173","BP",0.00957608103646888,"metanephric tubule morphogenesis",FALSE
"1321","GO:0072175","BP",0.00168019015031357,"epithelial tube formation",FALSE
"1322","GO:0072197","BP",0.0317830701728924,"ureter morphogenesis",FALSE
"1323","GO:0072201","BP",0.0236730710406464,"negative regulation of mesenchymal cell proliferation",FALSE
"1324","GO:0072207","BP",0.0184358600401925,"metanephric epithelium development",FALSE
"1325","GO:0072210","BP",0.00415972297252727,"metanephric nephron development",FALSE
"1326","GO:0072215","BP",0.0470846724316091,"regulation of metanephros development",FALSE
"1327","GO:0072234","BP",0.0110286754625521,"metanephric nephron tubule development",FALSE
"1328","GO:0072239","BP",0.0276071822972687,"metanephric glomerulus vasculature development",FALSE
"1329","GO:0072243","BP",0.012902090466821,"metanephric nephron epithelium development",FALSE
"1330","GO:0072273","BP",0.0237795022919394,"metanephric nephron morphogenesis",FALSE
"1331","GO:0072282","BP",0.00630190716106512,"metanephric nephron tubule morphogenesis",FALSE
"1332","GO:0072359","BP",1.85905700775507e-05,"circulatory system development",FALSE
"1333","GO:0080090","BP",1.32355488615907e-05,"regulation of primary metabolic process",FALSE
"1334","GO:0086003","BP",0.0394531765446912,"cardiac muscle cell contraction",FALSE
"1335","GO:0086024","BP",0.0401496307603072,"adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate",FALSE
"1336","GO:0086040","MF",0.040622984188158,"sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential",FALSE
"1337","GO:0090008","BP",0.0401496307603072,"hypoblast development",FALSE
"1338","GO:0090049","BP",0.0449644572995113,"regulation of cell migration involved in sprouting angiogenesis",FALSE
"1339","GO:0090051","BP",0.0136765521254399,"negative regulation of cell migration involved in sprouting angiogenesis",FALSE
"1340","GO:0090090","BP",0.0342932323337562,"negative regulation of canonical Wnt signaling pathway",FALSE
"1341","GO:0090091","BP",0.0276071822972687,"positive regulation of extracellular matrix disassembly",FALSE
"1342","GO:0090092","BP",0.000393380418125954,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",FALSE
"1343","GO:0090100","BP",0.00286878920082114,"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",FALSE
"1344","GO:0090126","BP",0.0401496307603072,"protein-containing complex assembly involved in synapse maturation",FALSE
"1345","GO:0090129","BP",0.0361893609635655,"positive regulation of synapse maturation",FALSE
"1346","GO:0090181","BP",0.0232997451884636,"regulation of cholesterol metabolic process",FALSE
"1347","GO:0090183","BP",0.0408444853358509,"regulation of kidney development",FALSE
"1348","GO:0090184","BP",0.0449644572995113,"positive regulation of kidney development",FALSE
"1349","GO:0090189","BP",0.0413981917183867,"regulation of branching involved in ureteric bud morphogenesis",FALSE
